1000 2500
40 154 192
40 826 247
41 345 241
41 916 236
41 194 265
41 315 64
41 384 298
42 608 113
42 563 89
43 63 248
43 374 34
43 738 16
43 329 164
43 401 207
44 730 58
44 459 256
44 912 97
44 63 261
44 801 202
45 942 42
45 696 136
45 100 72
45 574 247
46 659 292
46 718 243
47 869 222
47 389 78
47 534 248
47 743 180
47 449 130
48 66 44
48 168 132
48 252 183
48 443 124
49 609 266
49 699 261
49 616 155
49 543 155
49 401 285
49 960 215
49 890 120
49 422 71
49 509 116
49 893 258
50 680 77
50 631 111
51 192 279
51 579 100
51 182 185
52 540 112
52 203 31
52 509 44
52 254 284
52 950 290
52 712 155
52 292 61
52 995 225
53 588 241
53 478 297
53 151 161
53 596 137
53 692 185
53 419 151
53 957 101
54 337 248
54 132 93
54 819 114
55 742 151
55 824 194
56 585 93
56 547 135
56 734 160
56 306 256
57 930 276
58 898 262
58 931 291
58 153 234
58 440 129
59 468 92
59 889 90
59 891 238
59 325 128
59 282 124
60 816 52
61 761 39
61 197 139
61 712 94
61 618 186
61 767 239
61 459 32
61 392 122
61 185 56
61 762 160
62 404 157
62 958 106
62 294 51
62 337 82
63 335 169
63 532 178
63 981 235
63 397 266
63 281 266
63 765 246
63 131 110
64 539 227
65 919 270
65 898 0
66 601 55
66 830 87
66 206 212
66 379 234
67 753 199
67 984 110
67 890 16
67 695 218
67 891 280
67 978 193
67 556 129
67 152 2
67 863 184
68 586 179
68 533 292
69 402 32
69 430 230
70 880 293
70 733 285
70 653 258
71 420 273
71 194 12
71 851 166
71 588 65
71 971 182
72 97 3
72 447 290
72 701 246
72 182 53
72 465 214
72 378 104
73 924 282
73 740 191
73 967 0
73 572 54
74 403 201
74 750 22
74 215 144
74 411 160
74 75 196
74 216 283
74 513 47
74 701 54
74 729 268
74 488 169
75 698 15
75 603 211
75 548 185
76 333 6
76 83 110
76 115 32
76 157 227
77 472 230
77 397 84
77 489 80
77 164 65
77 600 269
78 871 13
78 628 175
78 480 250
78 919 191
79 303 175
79 791 127
80 263 79
80 159 119
80 349 233
80 690 13
80 642 271
80 624 124
81 211 283
81 183 165
81 344 33
81 493 223
81 869 136
81 84 278
82 338 267
82 457 253
82 935 173
82 324 13
82 544 199
82 940 109
82 393 138
82 946 124
82 713 185
83 541 60
83 974 13
83 643 153
83 696 90
83 842 248
83 671 188
83 179 1
84 682 34
84 837 254
84 725 29
84 530 73
84 707 175
85 228 47
85 767 189
85 824 232
86 637 86
86 91 17
86 967 125
87 348 115
87 593 28
87 761 2
87 220 266
87 831 93
88 479 290
88 350 132
89 330 69
89 263 158
89 465 11
89 500 221
90 741 133
90 984 113
90 802 0
90 235 90
90 704 253
91 164 85
91 411 266
92 385 185
92 789 141
92 701 167
92 259 45
92 924 231
92 846 205
92 356 214
92 270 153
92 396 56
92 211 171
93 293 229
93 187 17
93 124 268
93 513 175
93 592 23
93 473 210
93 188 79
95 314 136
95 633 66
95 426 242
95 408 234
95 985 92
96 602 196
96 596 255
96 737 45
96 352 146
96 658 260
96 667 96
97 298 185
97 527 139
97 717 265
97 800 218
98 773 229
98 428 260
98 199 137
98 624 77
98 985 240
98 649 33
98 228 104
99 122 247
99 618 207
99 107 140
99 833 64
99 426 23
99 940 162
99 347 27
100 219 185
100 701 181
101 226 60
101 527 246
101 878 300
101 483 3
101 395 92
102 356 79
102 191 49
102 702 163
102 418 196
102 804 3
103 509 221
103 400 58
103 329 274
104 204 233
104 960 102
105 743 142
105 278 113
105 292 170
105 338 81
105 544 95
105 125 47
105 885 273
106 355 247
106 733 133
106 756 275
106 728 64
106 431 6
106 645 29
107 511 280
108 156 42
108 799 1
108 516 1
108 205 65
108 342 23
108 705 227
108 987 290
109 767 180
109 979 217
110 376 28
111 712 219
111 174 153
112 762 84
112 532 191
112 963 198
112 477 42
113 200 218
113 919 121
114 812 56
114 269 194
114 171 279
114 712 25
115 659 222
115 220 255
115 219 178
115 256 146
115 404 205
115 698 50
116 643 161
117 312 4
117 293 212
118 360 11
118 705 235
118 629 259
119 352 196
119 958 284
119 703 251
120 697 44
120 955 144
120 832 202
120 756 279
120 325 14
121 371 28
121 413 83
122 411 127
122 753 142
122 843 37
122 801 151
122 266 242
122 286 33
123 741 95
123 863 54
124 411 125
124 934 259
124 238 261
124 971 137
124 522 253
124 652 198
124 862 127
125 621 132
125 188 7
125 271 6
125 177 209
125 165 256
125 345 108
125 383 154
126 688 96
126 323 168
126 940 19
126 960 161
126 179 212
126 637 160
126 833 93
127 264 93
127 883 215
127 314 198
127 441 158
127 649 117
128 935 192
128 612 55
128 883 162
129 339 287
129 587 23
129 792 91
129 585 70
129 558 187
130 467 37
130 786 185
130 229 242
130 469 163
131 624 243
132 517 141
132 539 85
132 523 274
132 337 284
133 217 299
133 885 123
133 669 148
134 994 22
134 400 25
134 590 291
134 686 38
134 466 232
134 955 8
134 411 212
135 482 152
135 810 165
135 174 116
135 403 280
135 221 33
135 351 145
136 974 139
136 780 75
136 984 196
136 354 237
136 311 36
136 910 24
137 537 202
137 797 18
138 560 101
138 785 22
138 335 224
138 805 280
138 347 181
138 668 238
138 195 181
140 584 122
140 301 29
141 487 74
141 390 67
141 427 52
141 559 279
142 617 119
142 422 149
142 817 155
142 999 238
142 847 49
142 560 225
142 251 118
142 899 114
142 315 170
142 283 31
143 975 127
143 750 60
143 871 144
143 338 240
143 423 129
143 861 166
143 581 79
143 389 146
144 421 198
144 507 290
144 291 43
144 797 15
144 488 93
145 367 211
145 615 38
146 512 28
146 851 20
146 213 34
147 429 261
147 636 66
147 853 35
147 308 98
147 907 203
148 822 109
148 540 93
148 614 189
150 969 66
150 794 292
150 951 116
150 351 276
150 499 276
150 346 195
150 590 157
150 649 240
151 434 172
151 980 147
152 572 56
152 889 189
152 812 201
153 983 23
153 405 120
153 941 192
153 246 280
154 345 10
154 775 90
154 279 3
154 682 145
154 720 184
155 815 277
155 404 121
155 647 99
155 805 140
155 765 66
155 272 264
155 601 283
155 393 288
156 708 7
156 541 112
156 403 220
156 416 140
157 434 153
157 773 89
158 405 193
158 588 18
158 699 194
159 657 32
159 257 49
159 835 261
159 676 142
159 805 220
160 997 245
160 602 280
160 312 214
161 461 96
161 362 293
161 224 9
162 853 21
162 449 150
162 302 298
162 454 268
162 405 128
163 695 205
164 931 100
164 169 99
164 281 42
165 312 259
165 199 69
165 167 191
165 648 228
166 600 139
166 390 27
166 781 4
166 909 42
167 942 22
167 615 29
167 817 290
168 359 165
168 423 260
168 312 116
169 304 7
169 669 120
169 538 9
169 753 87
170 563 42
170 508 146
170 324 79
170 890 257
170 925 149
170 601 217
170 647 54
171 251 251
171 195 238
171 927 299
171 971 162
172 952 94
173 796 104
173 777 257
173 869 146
173 896 90
174 983 198
174 901 294
174 334 96
174 559 202
174 574 167
175 586 166
175 323 159
176 779 231
176 321 151
176 839 75
176 302 180
176 570 48
177 700 87
177 832 114
177 997 79
177 908 185
178 602 190
178 253 14
178 282 274
178 650 300
179 932 213
179 627 136
179 628 154
180 527 190
180 622 212
180 530 181
180 279 100
180 886 138
181 377 111
181 298 266
182 992 139
182 280 198
182 652 197
182 675 265
182 788 289
182 321 82
182 512 35
182 608 161
182 718 126
183 429 280
183 204 214
183 949 229
184 534 10
184 230 125
184 998 124
184 436 246
184 398 185
184 985 4
184 969 62
185 536 33
185 837 256
185 430 96
185 691 99
185 187 185
185 336 63
185 546 13
185 518 60
186 704 15
186 346 242
187 200 31
187 515 125
187 643 249
187 985 39
187 593 35
187 913 39
187 866 203
188 310 248
188 344 187
188 631 171
189 999 127
189 600 266
189 605 88
189 425 137
190 889 216
190 745 91
190 324 106
190 441 277
191 796 145
191 288 33
191 477 240
191 716 295
191 374 289
192 401 122
192 929 245
192 212 78
192 818 271
193 711 196
194 656 186
194 732 72
194 777 84
194 306 184
195 474 290
195 326 4
195 576 146
196 262 272
196 570 284
196 520 269
196 280 1
196 744 32
197 751 252
197 869 129
197 366 221
197 239 15
197 624 54
198 612 122
198 601 43
198 531 243
199 376 288
199 677 220
200 505 202
200 584 179
201 458 111
201 807 165
201 284 114
201 450 31
201 940 1
201 803 187
202 611 242
202 367 292
203 913 284
203 538 151
204 896 269
204 440 19
204 880 24
205 211 4
205 481 137
205 518 251
205 602 241
206 243 247
206 781 248
206 989 133
206 570 177
207 953 150
207 477 241
207 646 125
208 438 228
208 619 246
208 491 202
208 467 54
208 715 227
209 330 78
209 963 87
209 422 57
210 648 16
210 815 92
210 296 65
210 260 140
211 319 42
211 417 264
212 922 26
212 997 120
212 862 293
212 267 270
212 318 287
212 290 12
213 412 153
213 543 169
213 828 294
214 951 245
214 857 198
215 300 190
216 831 71
216 512 252
216 360 121
217 423 143
217 438 0
217 787 200
217 527 217
217 432 145
217 839 19
218 462 41
218 607 17
218 981 215
218 598 193
218 390 99
218 426 217
219 937 76
219 625 165
220 364 133
220 837 162
220 652 294
221 329 30
221 284 1
221 467 180
221 804 113
221 473 23
221 862 100
222 365 181
223 605 185
223 308 204
223 272 178
223 312 280
223 416 136
223 403 105
224 458 232
224 793 98
224 940 84
224 569 141
224 483 265
224 894 92
224 987 96
224 491 157
224 828 224
225 558 271
225 978 91
225 742 54
225 972 138
226 902 5
226 394 104
226 825 33
226 497 94
227 996 29
227 781 64
228 285 237
228 258 197
228 760 45
228 885 77
229 971 271
229 834 296
229 565 2
229 562 200
229 509 200
229 873 279
230 417 292
230 507 142
230 320 160
230 385 264
230 703 166
231 244 129
231 283 36
231 395 207
231 617 284
231 729 31
231 450 253
232 982 132
232 507 28
232 882 228
232 591 80
232 394 71
232 823 122
233 819 295
233 350 209
233 918 295
233 938 121
233 643 276
233 621 227
234 910 173
234 972 112
234 516 265
234 667 204
234 574 8
235 547 266
235 316 241
235 304 173
235 576 71
235 979 84
235 856 108
236 958 292
236 892 161
236 279 51
236 610 247
236 612 275
236 778 236
237 803 218
237 911 283
237 679 245
237 438 89
238 708 22
238 646 287
238 421 256
238 695 125
238 560 160
239 250 196
239 683 61
239 649 161
239 381 116
239 932 118
239 787 63
240 762 33
240 811 186
240 630 299
240 673 0
240 962 129
241 777 174
241 806 0
241 275 111
242 608 100
242 406 114
242 662 253
242 537 214
243 365 210
243 816 5
243 354 245
243 416 289
244 736 181
244 248 172
244 722 236
244 426 62
244 396 93
245 516 129
245 737 37
245 435 155
245 374 139
245 249 233
245 886 168
245 744 298
246 522 15
246 479 245
246 512 71
246 431 198
246 661 102
247 954 1
247 884 29
247 597 56
248 396 297
248 990 212
248 361 233
248 353 95
248 664 259
249 614 130
249 286 96
249 305 15
250 466 53
250 727 292
250 695 195
250 384 5
250 315 212
250 279 64
251 302 188
251 252 54
251 593 187
252 710 115
252 346 78
252 737 298
253 913 205
253 592 29
253 816 28
253 683 193
254 751 263
254 469 92
254 508 8
254 604 103
254 806 172
255 656 39
255 672 180
255 479 269
255 628 243
256 799 34
257 642 225
257 934 280
257 700 177
258 684 252
258 717 108
258 604 184
259 713 102
259 773 144
259 725 277
260 565 247
260 570 236
260 912 4
260 876 79
261 490 226
261 527 232
261 334 267
261 604 19
261 542 241
261 273 5
261 535 195
263 989 263
263 414 70
263 320 149
264 431 286
264 292 65
264 277 195
264 676 160
264 337 196
264 992 208
265 668 136
265 953 259
266 601 5
266 391 147
266 524 207
266 856 151
267 995 259
267 691 64
267 283 243
267 975 264
268 518 126
268 415 235
268 841 204
269 884 270
269 795 83
270 945 38
270 294 288
270 657 161
270 399 231
270 504 161
270 791 201
271 806 198
271 692 83
271 626 57
271 570 61
272 938 149
272 293 251
272 442 177
272 526 223
272 733 143
273 638 188
273 641 202
273 922 7
273 796 5
273 934 175
273 464 283
274 911 91
274 907 298
274 767 79
274 474 79
275 457 213
275 409 203
275 573 185
275 348 76
275 974 34
275 415 117
276 560 124
276 822 66
276 487 238
276 483 80
276 635 130
277 858 286
277 909 56
278 864 39
278 329 58
278 997 245
278 503 128
279 902 245
279 285 132
279 869 233
280 690 177
280 989 60
280 304 62
280 388 74
281 447 228
281 729 262
281 325 28
281 949 133
282 957 35
282 914 134
282 798 275
282 617 40
282 518 108
283 491 230
283 294 191
283 965 256
284 993 287
284 340 114
284 470 165
284 351 259
285 910 121
285 731 258
286 422 74
286 471 217
286 541 225
286 295 245
286 631 297
286 897 196
286 941 142
286 900 218
286 345 244
287 573 117
287 751 123
287 794 211
288 456 242
288 895 138
289 483 291
289 863 213
289 294 35
289 926 49
289 825 55
290 841 27
290 436 34
290 478 99
291 640 228
292 393 272
292 748 48
293 925 75
293 816 124
293 691 250
294 943 30
294 359 240
294 823 290
295 982 177
295 787 47
295 460 198
295 300 229
296 324 96
296 373 188
296 986 156
297 810 222
297 448 278
297 871 262
297 903 297
298 308 238
298 548 134
298 989 137
299 795 36
299 386 106
299 621 172
300 681 280
300 757 133
300 862 120
301 536 235
301 847 38
301 610 285
301 948 188
301 767 26
302 639 206
302 751 22
302 692 190
302 355 68
303 750 159
304 335 24
304 990 57
304 917 110
305 344 174
305 542 298
306 527 144
306 335 119
306 441 291
306 613 170
306 837 153
307 595 103
307 333 202
307 698 117
307 811 271
307 999 80
308 838 236
309 371 259
309 609 282
309 435 101
310 357 263
310 426 145
310 724 3
310 988 61
310 414 238
311 396 15
311 737 185
311 364 203
311 468 216
311 487 76
311 498 169
312 999 183
312 516 147
312 816 296
312 457 189
312 972 273
312 979 237
312 696 38
313 917 11
313 934 184
313 865 166
313 415 204
313 431 113
314 642 253
314 506 197
314 529 138
314 953 156
315 879 176
315 515 29
316 827 242
317 995 213
317 370 11
317 796 186
317 497 27
318 881 76
318 345 56
318 819 300
318 904 111
319 847 273
320 763 254
320 709 265
320 374 164
320 665 107
320 426 53
321 423 292
321 362 269
322 485 164
322 493 292
322 782 44
322 593 278
322 808 174
323 441 291
323 419 212
323 942 242
324 770 8
325 581 285
325 525 76
326 784 25
326 885 3
326 780 131
326 703 288
327 945 13
327 351 59
328 799 262
328 625 75
328 483 157
328 350 284
329 520 53
329 741 133
329 854 281
330 768 250
331 840 209
331 430 58
331 964 202
331 725 205
332 855 295
333 395 161
333 484 92
333 988 165
333 586 153
333 804 83
334 955 76
334 350 84
334 365 201
335 435 31
335 825 53
335 654 253
336 899 273
336 596 153
336 481 155
336 795 113
337 795 225
337 742 180
337 410 55
337 415 57
337 635 6
338 630 67
338 737 70
338 445 228
339 608 72
339 656 150
339 539 120
339 694 60
341 882 8
341 881 5
341 501 96
341 887 138
341 461 159
342 420 151
342 805 153
342 938 141
342 387 164
344 844 169
344 620 218
344 631 179
345 871 115
346 751 190
346 720 269
347 871 29
347 922 14
348 625 113
349 536 212
349 402 26
349 738 4
349 988 250
350 415 13
350 881 196
350 812 286
350 582 246
350 830 15
350 434 248
351 730 146
351 735 199
351 989 67
351 541 57
352 689 174
352 922 128
352 739 232
352 668 218
352 960 249
352 888 176
353 507 38
353 653 139
353 448 177
353 550 202
353 938 223
354 821 122
354 584 232
354 663 168
354 812 147
354 688 231
355 789 111
355 664 274
355 555 84
356 813 169
356 799 228
356 992 170
357 864 215
357 372 211
358 852 43
358 917 137
358 911 295
359 836 291
360 571 211
360 534 179
360 991 196
361 675 269
361 443 11
361 873 1
362 479 85
362 387 24
362 738 25
362 866 244
362 556 45
363 677 227
363 768 210
363 897 98
363 478 172
363 862 136
363 933 251
364 563 69
364 850 123
364 478 172
364 988 99
364 595 121
364 776 230
364 678 118
365 608 25
365 538 138
365 549 245
365 941 219
365 441 161
365 729 285
366 746 206
366 488 130
367 494 297
367 942 47
368 737 17
368 806 279
368 720 94
369 789 50
369 814 234
369 895 104
369 583 279
370 733 288
370 956 103
371 671 213
371 381 114
371 946 159
371 677 243
372 504 37
372 868 68
372 954 90
372 940 196
372 585 245
372 555 194
373 452 138
373 891 141
374 564 109
374 609 207
374 702 54
374 776 7
375 926 72
376 484 296
377 725 196
377 716 235
378 664 48
378 416 184
378 809 15
378 516 249
379 871 220
379 949 90
379 392 285
379 831 69
379 523 86
380 893 50
380 930 56
380 791 296
381 722 79
382 917 152
382 815 241
382 919 193
382 626 101
382 756 189
382 617 82
383 466 119
383 580 89
383 899 10
383 492 122
384 595 55
384 732 12
384 809 100
384 574 166
384 386 204
385 773 34
385 433 66
385 641 51
385 916 121
386 644 27
386 816 69
386 456 28
387 817 93
387 839 242
387 948 68
387 893 50
387 625 233
387 992 2
388 965 201
388 809 260
388 962 203
389 797 78
389 686 244
389 900 148
389 565 61
389 748 213
390 558 9
390 455 192
390 459 25
392 911 159
392 920 165
393 537 270
393 430 128
393 423 285
394 423 252
394 434 167
394 604 288
395 908 231
395 417 267
395 620 252
396 774 16
397 775 74
397 573 24
397 908 118
397 605 119
397 816 51
397 632 252
397 653 223
398 947 144
398 618 129
398 995 269
398 433 299
398 787 22
398 582 106
399 767 208
399 930 148
399 611 64
399 434 133
399 806 178
400 579 98
400 518 23
401 577 8
401 824 169
401 448 24
402 452 155
403 759 127
403 543 50
403 665 112
403 615 279
403 920 291
404 542 105
404 610 47
404 419 211
405 950 108
405 545 85
405 736 237
405 490 69
406 628 94
407 410 13
407 824 216
408 422 60
408 903 269
408 908 269
408 435 235
409 891 100
409 791 105
410 914 271
410 567 115
410 769 273
410 847 52
412 972 174
412 627 43
413 450 35
413 885 24
414 415 164
414 778 149
415 750 209
415 742 275
415 911 237
415 722 10
415 579 58
415 589 86
416 499 31
416 720 224
416 930 266
416 735 171
417 856 178
417 928 300
417 785 264
418 708 163
419 703 243
419 947 136
419 964 277
421 706 153
421 693 100
421 839 64
422 468 183
422 947 224
422 569 74
423 885 251
423 646 34
423 930 139
423 655 253
424 448 278
424 879 25
424 453 130
424 477 98
425 705 164
425 978 86
425 928 130
426 843 95
427 445 249
427 766 58
427 439 207
428 599 269
428 511 34
428 886 23
428 515 292
429 589 110
429 737 115
429 743 155
429 567 160
431 657 242
431 474 273
431 870 73
431 908 169
431 503 94
432 671 96
432 563 1
432 637 244
432 887 165
432 710 247
433 758 293
433 754 1
434 746 170
434 975 97
434 678 45
434 707 192
435 810 61
435 901 111
435 696 271
435 952 232
435 560 150
436 739 200
436 499 244
437 888 18
437 923 169
438 820 117
438 551 96
439 724 99
439 826 59
439 719 193
440 853 82
440 827 77
440 953 162
440 599 193
440 667 2
440 595 96
440 666 57
441 786 206
441 813 236
441 581 93
442 469 18
442 726 123
443 786 82
443 654 136
443 972 103
444 755 51
444 776 234
444 621 183
444 569 229
444 836 118
444 660 261
444 773 51
445 773 230
445 608 122
446 523 244
447 784 141
447 735 112
447 464 130
447 449 246
447 800 63
448 812 38
448 588 280
448 686 72
449 937 139
449 517 154
449 544 194
449 686 111
450 614 162
451 914 105
452 601 294
452 919 236
452 770 250
453 857 12
453 716 245
453 753 170
454 649 85
454 731 57
454 671 188
455 557 6
455 895 139
455 829 274
455 882 70
455 590 180
456 876 275
456 700 89
457 541 163
457 636 84
458 979 140
458 723 179
458 945 257
458 735 232
459 768 62
459 983 193
459 687 286
459 524 77
460 604 86
460 915 248
460 487 109
461 491 277
461 681 184
462 978 257
463 973 90
463 543 32
463 850 147
464 961 219
465 703 94
465 656 268
466 988 58
467 765 191
468 570 254
468 756 49
468 477 132
468 621 166
469 778 277
469 533 209
469 870 230
470 878 205
470 499 154
470 884 10
470 502 24
470 624 150
471 575 212
471 668 234
471 928 219
472 491 81
472 881 257
473 921 159
473 760 9
473 589 219
474 796 152
475 692 271
475 846 157
475 593 164
476 873 44
476 591 85
476 814 206
476 735 27
478 623 31
478 710 111
478 862 11
478 568 49
478 530 79
479 662 287
479 985 204
480 498 272
480 787 53
480 949 10
480 536 251
481 560 40
481 835 54
481 836 277
482 836 85
483 956 68
483 563 248
483 633 160
483 906 142
484 500 176
484 767 97
484 494 201
484 602 285
484 760 62
484 503 26
485 510 107
486 895 105
487 710 45
488 742 67
488 517 270
490 650 147
490 685 101
490 678 273
490 692 294
491 619 50
492 604 290
493 551 280
494 634 207
495 979 10
495 711 13
495 898 164
495 926 164
496 862 224
496 876 62
497 763 139
498 566 81
499 639 173
499 940 219
499 607 179
499 873 220
500 701 56
501 875 178
501 853 106
501 774 161
503 536 273
503 941 265
503 629 214
504 915 269
504 524 42
504 621 150
505 532 275
506 635 268
507 674 132
507 913 233
507 615 45
508 813 87
508 958 205
508 957 106
508 655 267
509 734 6
509 944 36
510 926 60
510 763 156
510 783 79
511 689 154
511 556 287
512 966 256
513 707 15
513 705 119
513 709 209
513 836 115
514 584 146
515 964 49
515 993 167
515 765 191
515 704 257
515 559 154
515 637 184
516 617 75
517 646 146
517 888 254
517 763 51
517 835 274
518 628 264
518 809 213
518 612 270
518 528 261
519 667 232
519 830 248
519 843 252
520 521 269
521 906 119
521 815 8
521 992 300
521 614 161
521 831 104
521 671 266
521 572 250
521 717 279
522 803 294
522 691 65
522 751 17
522 936 28
523 966 78
523 869 28
523 867 262
523 786 24
523 789 75
524 798 34
524 625 281
524 571 116
524 554 105
524 961 85
525 966 72
525 928 32
525 709 161
526 692 135
526 989 33
526 734 39
526 860 97
526 637 203
526 755 169
527 939 75
527 621 228
527 704 54
527 950 207
527 665 170
529 960 184
529 729 74
530 758 42
530 671 4
531 752 19
531 590 206
531 544 280
531 673 86
531 696 157
532 850 203
532 568 99
533 562 85
533 861 246
534 733 115
535 649 272
535 600 142
535 676 277
535 992 195
536 880 79
537 681 26
537 960 218
537 726 297
537 589 230
538 623 37
538 635 151
539 825 280
539 647 272
539 858 99
540 729 253
540 551 226
541 656 259
541 561 167
542 651 0
543 571 67
543 914 257
544 823 109
544 604 178
545 549 179
545 557 60
545 738 32
545 816 226
546 882 248
546 979 60
546 684 97
546 847 290
547 738 256
547 774 27
548 579 258
548 840 167
549 796 24
549 923 198
550 932 290
550 573 58
551 701 72
551 819 38
552 904 292
552 686 250
552 939 14
552 812 129
553 806 233
553 740 178
554 592 274
554 794 74
555 858 286
555 758 81
556 953 125
557 978 129
558 681 43
558 779 271
559 839 291
560 707 173
561 914 277
562 569 236
562 794 111
564 575 198
564 731 218
564 888 111
565 766 33
566 999 260
566 658 109
568 658 215
568 824 242
568 731 116
568 664 54
569 861 35
570 993 147
570 933 2
571 692 97
571 740 141
572 927 238
572 987 219
572 735 127
573 795 179
574 889 136
574 810 291
575 686 300
575 767 50
575 957 28
575 733 299
575 878 26
576 852 296
576 922 71
577 716 118
577 813 150
580 977 7
580 611 125
580 968 258
580 630 261
581 679 10
582 847 209
582 716 296
582 586 169
582 978 108
583 735 184
583 866 48
583 976 208
583 673 64
585 709 139
586 796 162
588 809 39
588 921 220
588 595 13
589 929 198
590 768 297
590 850 190
593 916 196
594 819 148
595 929 20
595 672 294
596 831 175
597 990 263
597 627 272
597 881 255
598 611 165
600 807 78
600 787 221
602 694 205
602 961 146
602 612 292
602 674 105
603 967 170
605 821 125
605 850 220
606 766 245
606 999 126
607 807 59
608 688 297
608 842 79
611 621 247
612 755 72
612 623 111
612 909 128
612 715 222
612 842 16
613 653 66
613 906 65
614 777 186
614 762 87
615 774 81
615 912 38
618 874 65
618 798 165
618 648 249
618 749 6
618 946 64
618 981 241
618 850 157
618 683 214
619 707 293
620 776 172
621 998 9
622 649 23
623 979 88
623 779 127
625 634 6
625 835 164
625 733 79
625 900 227
625 823 208
626 850 115
627 754 115
628 790 184
630 774 151
630 864 210
632 915 50
632 704 299
633 855 127
634 812 77
634 641 10
635 670 208
635 671 9
636 865 110
637 891 247
638 768 224
638 658 105
639 771 236
640 778 252
641 936 213
641 811 61
642 926 224
642 979 64
643 911 125
644 744 225
644 647 64
645 939 76
645 837 113
646 985 96
647 745 234
647 915 216
647 723 126
648 789 208
649 709 48
651 705 281
651 672 89
652 729 12
652 877 227
652 950 32
652 670 116
653 932 284
653 682 106
653 881 53
653 874 22
653 846 16
654 739 71
654 938 115
655 924 241
655 734 228
657 835 122
657 793 221
657 804 18
657 679 268
657 894 282
658 756 61
659 983 31
659 831 145
659 730 229
661 883 203
661 995 222
661 903 184
662 867 25
662 788 233
662 697 27
663 703 23
663 914 32
664 680 31
664 863 102
665 715 246
665 694 89
666 909 13
667 955 84
667 818 130
667 830 214
668 770 173
669 997 12
671 711 20
672 774 230
673 906 294
673 978 43
675 918 196
675 701 209
676 887 289
676 697 69
676 685 108
678 925 0
678 686 198
678 994 108
678 734 7
678 918 183
680 791 59
683 769 262
683 954 231
684 716 203
684 901 113
684 836 73
684 888 173
684 715 243
684 690 267
684 973 25
685 896 123
686 893 287
687 784 77
688 856 61
689 932 268
690 910 38
691 949 18
692 866 172
692 739 269
693 981 248
693 812 143
697 721 15
697 907 198
697 890 116
697 998 208
698 994 181
698 935 239
698 878 23
698 881 177
698 836 259
699 835 194
699 704 115
699 713 273
700 736 176
703 833 299
703 787 284
703 862 130
704 822 85
704 746 12
705 748 26
705 881 227
706 789 147
706 922 117
706 849 232
707 801 293
707 954 111
707 899 151
707 752 287
708 939 53
708 774 55
708 884 14
709 885 30
709 721 142
710 900 86
710 787 187
710 986 8
711 979 2
711 919 145
712 747 246
712 757 163
713 789 217
714 824 264
714 982 233
714 979 122
714 795 90
715 824 72
715 929 198
715 802 221
715 846 69
715 799 283
717 954 149
717 817 16
717 937 85
717 750 135
718 877 80
718 721 214
719 723 186
719 976 255
721 990 143
721 810 20
722 877 208
723 774 238
723 966 83
723 976 281
725 815 100
726 884 170
727 890 19
728 765 31
728 953 182
729 876 234
729 749 195
730 985 176
731 940 293
732 746 210
734 917 60
734 878 209
734 967 229
734 945 40
