50000 75000
54 44261 45
54 12047 298
54 37988 297
55 5340 283
55 21543 158
55 12976 122
56 45780 8
56 18747 189
57 19307 141
57 39770 108
57 26668 59
57 29266 239
57 33474 190
57 1770 234
58 43755 282
58 29997 165
58 17606 215
58 42186 248
58 43351 54
58 17166 267
58 33351 11
58 13230 44
59 4490 222
59 12107 129
60 36461 144
60 9552 268
60 11029 222
60 34818 61
61 2106 85
61 7245 65
61 38743 13
62 34678 242
63 20172 255
63 10757 117
65 28798 135
65 34765 89
66 25222 116
67 15477 113
67 22299 85
67 47464 256
67 23220 203
68 10434 274
68 41687 132
68 36907 292
68 10979 271
69 31748 106
70 7010 206
70 3541 150
70 40832 232
70 1048 61
71 36928 151
71 46548 104
72 43008 118
72 9755 61
72 8339 55
72 31539 79
73 5123 219
73 17142 199
73 24125 226
75 25720 124
75 15489 300
75 32297 81
76 30444 149
76 17740 124
77 45366 95
77 42651 280
78 1430 95
78 25489 201
78 40575 274
79 39371 259
79 21855 288
80 39167 85
80 21439 275
80 28528 127
80 31202 119
81 10075 64
81 33256 210
81 33505 221
82 11566 189
82 23347 75
82 22316 134
82 8212 130
84 35983 246
84 45145 92
84 10713 291
85 5059 242
85 31114 94
86 28418 90
86 8729 194
86 29447 236
86 36304 246
87 47936 267
87 15561 64
88 5704 103
88 8015 44
89 26909 167
89 8309 248
89 10880 42
89 8928 134
90 45107 273
90 24150 251
90 12881 69
90 24124 119
91 32764 277
91 36297 23
91 32439 24
91 10280 11
93 14098 294
93 1602 255
93 18944 180
93 5280 147
96 12235 234
96 20107 156
96 10385 167
96 45767 258
96 32873 143
96 14779 63
96 27770 263
97 26067 103
97 16496 266
97 43463 235
98 4338 145
98 15555 62
98 3085 260
98 49156 103
99 14933 258
99 23170 227
99 8628 124
99 22273 282
100 47782 236
100 49172 155
100 15032 26
101 29524 164
102 12401 147
102 10184 269
102 38026 114
102 40769 184
103 16867 92
103 36931 90
103 1081 242
104 26822 164
104 28479 96
104 22690 273
104 38319 113
105 1139 221
107 3834 217
107 2404 154
107 11123 131
108 14217 169
109 14793 297
109 17305 162
110 41228 195
110 7857 166
110 28252 64
110 38548 263
111 43821 108
111 8613 21
111 43775 53
112 41737 120
112 26684 13
113 38527 23
113 47250 29
113 2652 211
113 30277 46
113 23761 248
114 6274 103
114 6890 146
114 27456 168
114 3640 255
114 7182 1
114 23332 92
114 18391 12
114 43611 196
114 15318 130
116 9028 158
116 7841 181
116 36383 146
117 17072 264
117 30598 121
117 158 158
117 48488 21
117 30460 279
118 27659 123
118 5252 141
119 26554 192
119 29266 165
119 22859 133
119 25031 33
120 38726 3
120 36867 75
120 24234 239
120 48554 296
120 25513 235
120 29375 83
121 11645 183
121 30054 218
121 28911 32
121 2643 97
122 14374 244
122 2544 215
122 5925 22
122 7075 106
123 5499 99
123 33037 163
123 30543 291
123 2393 73
123 30311 199
124 35573 299
124 19626 34
124 35004 96
124 28811 293
125 25149 245
125 42575 207
126 37586 77
127 5615 105
127 28268 174
127 24939 182
127 43784 182
129 16227 236
129 5538 75
129 42872 7
129 41490 204
130 33836 244
130 28309 88
131 6773 134
131 43875 274
132 10438 246
132 7934 232
132 43351 84
133 46641 70
133 951 9
133 41617 215
133 19599 115
134 4507 154
134 4771 26
134 42256 283
134 11922 182
134 48900 190
134 14717 40
135 12069 30
135 30649 282
136 12876 138
136 779 90
136 10399 152
137 38851 46
137 37890 256
137 42283 73
138 15991 80
138 24135 157
139 21396 282
139 10824 62
139 11952 44
139 2903 229
139 6486 264
139 49656 65
140 18067 25
141 36642 260
141 7489 209
141 48937 83
142 24994 35
142 12287 222
143 36247 162
143 21821 265
143 13386 277
143 45030 52
144 39127 65
144 38157 178
145 4607 23
145 37048 242
145 45332 278
145 37460 58
146 48933 44
146 5096 19
146 42742 11
146 5294 187
146 1992 10
146 15995 42
146 891 124
147 39282 33
147 38192 147
147 40290 45
147 43402 239
148 40525 9
148 28924 271
148 36176 16
148 21832 204
149 6488 41
149 41173 20
149 10385 68
149 36040 103
149 40160 228
150 9809 56
150 7361 202
150 7064 108
150 20446 93
151 30488 170
151 32098 166
151 16731 110
151 44900 261
151 30312 209
152 11078 19
152 43862 50
153 44739 265
153 45823 293
154 12473 249
154 46569 35
154 25710 161
155 39935 200
155 41695 280
155 1361 56
155 12221 176
156 21446 201
156 40650 193
156 15373 227
156 506 118
156 13201 2
156 16185 247
157 19375 185
158 41262 196
158 2501 280
158 17008 47
158 17827 277
158 9594 284
158 26851 106
159 6216 270
160 13184 42
160 43529 165
160 35365 108
160 33274 224
161 2229 192
161 44495 149
162 10036 38
162 42547 61
162 2666 215
162 20983 219
162 16903 75
162 21693 10
163 14653 196
164 42820 59
164 42097 74
164 37091 1
165 37056 58
165 9075 37
165 338 266
165 37852 182
166 33871 38
166 38462 133
166 29488 127
166 25202 75
167 44816 230
167 41165 98
167 25029 131
168 13194 71
169 10736 32
169 4559 270
169 15597 186
170 4620 99
170 46571 160
170 12624 217
171 21545 47
172 3862 20
172 18336 235
173 29637 254
174 4890 232
175 42762 149
176 24140 16
176 32087 180
177 22270 156
178 8924 133
178 39381 202
178 26049 120
178 5690 179
179 43648 146
179 31985 181
179 34789 222
180 4120 57
180 12328 115
181 21596 15
181 3620 4
181 2377 17
181 3837 247
181 29018 136
182 8644 182
182 27664 55
182 39158 86
182 46069 240
184 33783 280
184 5917 255
184 8742 76
184 35056 290
185 36510 192
185 8754 168
185 3224 37
185 28936 141
185 17827 17
185 43325 48
186 21663 95
186 30350 221
186 10799 275
186 30774 141
186 23693 157
186 16797 54
187 44939 29
187 5875 220
187 45203 241
187 11120 197
188 32647 270
188 4897 132
188 39793 53
188 14762 287
189 31612 204
189 37361 45
189 38246 101
190 19434 200
190 39957 158
190 13981 79
191 8410 148
191 29931 39
192 33116 139
192 48366 101
193 17154 242
193 26768 273
193 34666 52
194 11999 22
194 43994 81
194 32563 48
194 34352 180
194 7834 48
194 33350 165
194 35710 31
195 5818 117
195 20263 35
195 44901 174
196 3823 217
196 5111 245
197 6475 271
197 49134 268
197 43160 190
197 41312 44
198 1926 251
198 30347 248
198 25215 257
198 43832 253
198 15026 51
199 16317 224
199 41287 293
199 38394 164
199 12054 192
200 24025 179
200 10744 229
201 12444 287
202 18546 104
202 39138 119
202 5804 282
203 16258 256
203 11765 124
205 45005 117
207 5754 217
207 19481 11
207 42984 51
208 32834 166
208 696 7
208 6492 16
208 26287 249
209 2266 34
209 49496 55
209 9682 170
209 14200 174
210 36588 239
210 43459 87
210 38574 252
210 49095 94
211 47884 180
211 33160 184
211 40955 267
212 38833 167
214 27407 229
214 47519 191
214 30811 192
214 42666 233
215 39320 20
215 1971 165
217 45667 278
217 48355 152
217 37033 300
218 26464 268
218 31193 10
218 49389 267
218 44059 144
218 47126 77
218 16122 125
219 40516 2
219 48140 46
219 46353 220
219 33019 118
220 26966 59
221 45140 5
221 2940 231
221 7588 290
221 16827 157
221 12835 111
222 48297 67
223 33592 1
224 45198 139
224 27381 71
224 48768 1
224 30382 232
225 2759 204
225 32187 279
225 17977 244
226 48535 251
226 29768 16
226 44753 262
227 25053 208
227 4875 239
227 45956 249
227 29246 114
228 49418 96
228 10548 196
228 31656 113
228 40448 86
229 28675 76
229 38045 134
229 32292 292
230 15392 19
230 7395 14
230 2516 177
231 40337 39
232 44342 97
232 42408 31
232 30662 220
232 46428 233
232 46580 195
233 45512 162
233 21503 53
233 9992 126
233 39730 25
234 20935 25
234 19302 86
234 25779 4
234 6623 300
235 14031 22
235 6591 260
235 22599 297
235 28172 192
235 40992 249
236 42959 37
236 29286 33
236 41339 129
236 35631 271
236 27165 90
236 39307 133
237 46594 71
237 30712 3
237 28022 84
238 41721 171
238 2018 116
238 45530 268
238 41838 54
238 7879 28
239 40092 128
239 488 260
239 47379 70
240 3684 106
240 25397 123
240 3783 89
240 23788 50
241 4040 62
241 34265 188
241 35961 240
241 8313 188
242 47954 21
242 3267 13
242 26378 132
242 46013 133
243 49671 167
243 14626 9
243 14385 183
243 2234 45
243 31323 247
243 5083 200
244 22072 126
244 29588 189
244 48938 26
244 4697 156
244 5677 30
245 44362 258
245 32286 110
245 22216 93
245 7335 157
245 19041 228
245 30456 82
245 37296 236
245 15692 27
246 12160 253
246 24769 101
246 37671 266
247 33772 110
247 43923 229
247 7074 226
248 13606 289
249 8970 206
249 25680 145
249 32156 11
250 43784 213
250 33589 87
251 45727 223
251 49291 40
251 42695 34
251 25195 168
251 22404 292
251 2485 29
252 39477 192
252 1435 176
252 46067 86
252 12478 140
253 4903 6
253 8915 126
253 7591 97
255 32477 279
255 4045 109
256 48454 76
256 31974 93
256 24405 66
257 4738 278
257 25911 166
258 30590 64
259 43982 242
259 15471 109
259 14905 180
260 33336 93
261 21592 132
261 9530 50
261 18300 140
261 33935 227
262 6039 75
263 7201 252
263 43404 104
263 36304 20
263 12230 27
263 5196 274
263 9251 212
263 8754 56
264 1219 171
264 21756 245
264 4360 156
265 39124 82
265 11866 237
266 10212 135
266 40172 184
267 28923 292
267 5389 271
267 18612 241
268 16482 193
268 21633 265
268 40877 255
269 13697 208
269 35210 180
269 32804 6
270 48646 179
270 19586 47
270 1080 194
271 40237 164
272 22420 121
273 34161 293
273 33135 160
275 24046 15
275 31358 9
275 44464 135
276 41407 266
276 29318 68
277 40528 46
277 42574 239
277 34363 97
278 10630 108
278 35978 47
278 37588 214
278 14276 219
278 36970 282
279 25862 270
280 16805 35
280 27690 157
280 37842 35
280 10009 205
281 19928 233
281 5552 170
281 17826 189
281 39069 109
282 23674 299
282 38676 77
282 34576 192
282 30239 235
282 26356 218
282 43689 86
283 24372 218
283 8919 286
283 19685 147
284 18089 62
285 25385 152
285 3512 296
286 9300 230
286 16293 182
286 23267 271
286 652 36
287 15325 281
287 29648 273
288 31817 185
288 2282 27
289 33417 183
289 4877 236
289 32479 158
290 3274 260
290 19663 120
292 11816 240
293 9786 298
293 17058 37
293 29594 244
293 15272 126
294 12665 127
294 11247 290
296 12103 289
296 7669 228
296 40867 36
296 46906 150
296 44650 293
296 45818 30
297 5321 110
297 1467 92
298 26078 222
298 45627 300
298 15070 4
299 31520 194
299 9193 147
299 47933 93
299 17763 229
299 19881 131
299 26199 93
300 22569 250
300 45347 244
300 26746 56
300 36831 208
300 3898 132
300 42817 232
300 22254 76
300 47088 243
300 12711 152
301 17969 154
301 43779 258
302 11105 253
302 2255 238
302 2118 119
303 24999 117
303 4050 138
304 30635 89
304 27230 63
305 44773 59
305 16876 257
306 13643 232
306 48861 277
307 8590 21
307 31748 208
308 24786 79
308 22561 224
308 45816 241
309 15130 262
309 13648 213
309 25358 81
309 13869 15
309 27865 156
310 26552 275
310 37750 41
310 22450 245
310 20475 251
310 49150 226
311 12133 238
311 5290 213
311 47905 131
311 33330 4
311 42478 138
312 45056 228
313 14167 25
313 22144 44
314 6146 19
314 27235 276
314 12234 82
314 36695 52
315 49142 230
315 48238 142
316 42282 66
316 49324 38
316 23922 12
316 46724 250
316 31783 80
317 34634 193
317 42432 140
317 14688 284
318 9436 224
318 42361 209
318 30146 119
318 28829 36
318 17449 118
319 43193 77
319 45643 237
321 31887 24
321 17775 243
321 38889 51
322 5102 113
322 22007 171
322 39798 42
322 12508 3
322 45278 62
323 24900 101
323 33207 285
323 40150 83
323 3129 144
324 29887 233
324 15145 61
325 48537 169
326 1021 66
328 44263 129
328 46776 161
329 19827 296
330 1783 70
330 14051 106
331 36953 297
333 35391 43
333 18063 130
334 37909 105
334 12714 198
334 43444 107
335 33224 22
335 24214 187
335 46879 127
335 12119 237
335 6958 14
336 33567 13
336 26791 271
336 2563 150
337 45096 177
337 16907 39
337 9409 297
337 27472 145
337 42771 212
338 20289 156
339 37320 99
339 13502 206
340 40244 68
340 39460 93
341 17246 298
341 1430 194
341 49192 204
341 13178 11
341 36090 30
343 28695 256
343 10447 84
343 36193 212
344 17566 127
344 28152 82
344 3939 15
346 45557 232
346 23147 288
346 1863 42
347 11871 42
347 49033 84
348 10599 229
348 5006 195
348 12587 53
349 12195 59
349 42728 202
349 44179 215
349 47087 291
350 33934 30
351 45136 194
352 44525 25
352 32157 278
353 11203 131
353 47461 186
353 37367 68
353 975 150
353 11796 163
354 11991 103
354 35971 81
354 44404 126
355 26756 186
355 49888 88
356 27119 57
356 11770 99
356 34283 60
356 41178 141
357 42559 14
357 12786 105
357 21903 203
358 18303 205
358 48289 149
358 33392 203
359 36827 34
359 28442 242
359 43879 59
360 32990 91
360 46217 300
360 23285 84
361 9656 80
362 49998 176
362 3163 159
362 6691 278
363 35653 227
363 30908 228
364 3410 30
364 30116 138
364 39743 94
365 12943 300
365 5136 170
365 24648 250
366 40777 34
366 29905 77
366 2459 218
367 10377 47
367 25664 46
367 14244 5
368 12442 54
368 17516 279
368 17659 131
369 42090 188
369 27715 125
369 17000 289
369 29082 55
371 7206 214
371 9887 137
371 36878 248
372 41313 88
373 43086 253
374 39691 49
374 9432 295
375 16609 38
375 22082 231
375 21469 83
376 39878 191
377 12076 90
377 44612 285
377 30954 167
377 39516 109
377 3652 10
378 10916 286
378 10398 11
378 48112 105
378 29946 132
378 15486 234
379 22653 117
380 45749 288
381 45421 189
382 25863 286
382 22878 161
382 27101 115
383 12897 213
383 46279 44
383 19125 63
384 26588 197
385 19006 132
385 5009 177
385 16841 127
385 46855 163
386 30488 194
386 757 278
387 47819 188
387 41792 257
388 6153 195
389 39092 80
389 25028 83
390 36334 105
390 36842 28
390 27649 279
390 35049 195
391 35495 0
392 40310 215
392 16365 269
392 38944 132
392 17121 252
392 36455 116
393 7470 65
393 18299 241
394 31420 69
394 15886 206
394 15876 282
394 24499 131
394 25985 98
395 28680 4
395 46738 172
396 31804 144
396 49121 206
397 25199 33
397 11321 257
397 13797 193
398 6714 262
398 25934 91
399 31064 203
399 17990 23
399 48333 283
400 9650 51
400 20062 69
401 2866 12
401 2528 203
402 47618 292
402 3578 81
403 10689 83
403 21328 126
403 40816 5
403 5556 295
404 32866 277
404 5591 254
405 29933 27
405 32288 91
406 19336 268
406 18698 29
407 18930 215
407 2221 98
407 47528 56
407 5045 172
407 41325 95
408 25955 80
408 24383 235
409 14199 103
409 37526 95
409 47834 7
411 36722 104
411 6113 299
412 11270 300
412 28337 31
412 21816 64
413 49940 122
413 30081 277
413 47013 73
413 29385 45
413 11419 90
413 12949 208
414 39753 23
414 13543 37
414 44837 233
415 49018 130
416 2178 258
417 43611 121
417 16865 107
417 21472 106
417 16686 65
418 8191 289
418 17834 295
418 12878 38
419 49249 239
419 30289 140
419 8080 77
420 42091 268
420 7942 0
420 22826 10
421 35104 242
421 9583 96
421 26113 277
421 6561 167
421 33929 252
422 40098 151
422 796 143
423 19704 61
423 16875 130
423 38959 6
424 45644 123
424 19313 19
424 2540 260
424 33283 92
425 27623 140
425 28065 290
426 42837 56
426 9536 128
426 24746 81
426 23984 99
426 27618 252
426 3908 247
426 44563 110
426 930 168
427 35816 212
427 30815 185
428 16371 95
428 29684 14
428 10535 244
428 39534 283
428 34436 49
429 4779 99
429 26521 206
429 23792 27
430 20676 224
431 49419 269
431 8619 43
432 41041 177
432 22842 126
432 9874 266
433 11606 117
433 1325 81
434 11396 45
434 47561 226
435 14860 169
435 6153 68
435 21836 297
436 32612 278
436 11718 3
438 1836 300
438 41457 193
438 24697 1
439 28077 80
439 48845 169
440 48742 292
440 32212 283
440 2785 201
441 10137 92
441 12784 203
441 8975 70
442 16588 300
442 6667 220
442 13108 170
442 40334 239
442 9578 213
443 20342 72
443 14101 8
443 42628 2
443 6842 246
444 19016 117
444 6370 59
444 46368 108
445 15888 53
445 18857 135
446 42607 245
446 38397 99
446 12347 142
446 4470 35
446 45100 42
446 8922 100
447 17457 107
447 40461 82
448 38160 41
448 16878 271
448 47873 238
449 30289 265
449 45641 209
450 10738 264
450 32657 89
450 45329 255
451 17768 44
451 43524 200
451 37116 242
451 3269 217
451 14155 290
451 15626 133
452 22827 120
452 42456 262
452 4183 191
452 21195 61
452 39195 166
452 10993 38
452 44059 70
452 41682 130
453 19344 164
453 8397 192
454 40391 19
455 10939 47
455 38106 262
455 20894 238
455 1619 169
455 27905 240
456 653 105
457 49012 224
457 47523 274
457 42363 97
457 25756 90
457 4129 34
457 14301 166
458 29670 269
458 5659 104
458 17344 135
459 16236 8
459 38952 155
459 6957 96
459 23476 253
460 16578 263
460 39371 79
460 48314 60
461 11076 63
461 8506 104
461 14252 248
461 43894 106
462 1165 32
462 22804 249
462 44900 66
462 26120 259
463 35141 210
463 37530 61
464 46879 299
464 10930 254
464 47094 177
464 29714 105
465 45302 221
465 32951 120
465 2731 282
465 34737 46
465 15173 96
465 36318 127
465 21822 281
465 42158 231
467 39558 19
467 39835 103
467 15438 291
468 551 273
468 34394 247
468 11763 196
468 25218 270
468 1832 61
469 631 250
469 33404 206
469 47045 89
470 15698 170
471 40795 171
471 18419 65
471 6723 102
471 6764 119
471 46715 135
472 23580 119
472 32602 118
472 31451 80
472 4710 237
473 22653 155
474 4711 38
474 4643 256
475 24110 24
475 38451 116
475 46750 72
475 14561 161
477 1455 244
477 42577 92
477 39353 12
477 27597 142
478 667 142
479 40835 207
479 3912 134
479 42159 86
479 44377 244
479 15246 14
480 11609 85
481 43820 251
481 43764 140
482 24841 75
482 45408 286
482 30747 117
482 28476 26
483 27220 57
484 36012 252
484 37392 268
486 2924 210
486 20633 110
486 32807 39
487 41942 284
488 27683 279
488 8693 182
488 42923 77
489 11401 293
489 18896 70
489 46387 72
489 40599 232
490 26830 188
490 43731 46
490 16975 121
490 32713 206
491 48584 41
491 9240 237
492 25254 260
492 16106 65
492 33139 29
492 40861 2
493 41670 164
493 22621 11
493 28003 242
493 25532 195
493 16538 27
494 30283 192
494 42837 21
494 35253 188
494 49641 256
494 7818 237
494 42013 245
495 47936 146
496 28140 300
496 1210 27
497 38201 94
497 15028 155
497 4921 98
498 17389 197
498 14662 115
498 47332 254
500 37526 207
500 29882 161
501 11455 126
501 22462 256
501 14718 71
501 41273 197
502 9550 41
502 34280 16
502 16954 175
502 35572 50
502 46169 148
503 7982 123
503 2177 153
503 37553 184
503 24736 56
503 43477 4
503 45686 161
504 38067 154
504 49340 260
504 4720 299
505 3369 218
505 42526 153
505 7688 221
506 11663 66
506 32987 289
507 46396 15
508 23015 97
508 47189 240
509 42639 33
509 42659 249
509 13712 171
509 15353 243
510 16738 297
511 9497 178
511 20835 128
511 18987 202
511 26281 129
513 20647 88
513 14096 40
513 23992 46
513 22067 251
513 6413 28
514 49081 293
514 44732 17
514 45499 60
515 4183 199
515 24944 188
515 16686 269
515 13818 145
515 35932 246
516 8901 141
516 25636 106
516 35249 111
517 17908 15
517 21270 57
517 8316 190
517 28246 252
518 35257 143
518 4101 76
518 15996 0
518 44390 115
518 47906 275
518 26455 89
518 25670 148
519 23524 83
520 43664 15
520 25272 140
520 9179 98
521 4794 42
521 22268 15
521 11539 225
522 34130 59
522 22351 53
522 12768 98
522 23453 19
522 4351 40
523 5795 111
523 38767 23
523 8429 6
523 13759 294
523 30288 96
523 7532 71
524 42957 208
524 9956 229
524 38370 104
525 28965 8
525 41563 155
526 21389 88
527 43100 277
527 21098 98
527 33653 148
527 18892 234
527 655 250
528 28009 103
528 37992 212
528 19194 114
529 11091 0
529 22296 243
530 8470 62
530 17049 203
530 11845 244
530 9724 187
531 7501 274
531 5795 60
531 41355 136
531 30670 297
531 18698 163
531 30771 195
531 16399 194
531 24948 192
532 21208 162
532 33843 30
532 1431 21
532 48964 182
533 22944 14
533 36582 0
533 16219 149
534 2123 51
535 5405 111
535 722 251
535 47581 132
536 13409 221
536 40014 130
536 18076 281
537 32207 97
537 26788 119
538 31070 110
539 43558 160
539 9603 73
539 21840 53
540 6388 208
540 8396 39
541 17864 33
541 19498 130
541 32554 161
542 12739 300
542 13135 247
543 8125 172
544 23727 95
545 24976 288
545 38127 250
545 25568 190
546 1536 7
546 15070 118
546 26694 216
548 44397 162
549 24189 26
549 21539 261
550 6069 192
550 44584 184
550 45595 55
550 24816 11
551 34237 17
552 35193 127
552 22157 139
553 40775 47
553 45996 212
553 19366 203
553 16905 77
554 18365 25
555 27354 190
555 29353 288
556 14459 270
556 1253 59
556 2401 123
556 23596 33
557 15200 220
557 17958 135
558 1921 31
558 26285 12
558 29110 190
558 6674 157
559 10358 218
559 39640 129
559 23146 280
560 10769 58
560 34755 43
560 41019 271
560 25668 29
561 40878 145
561 46436 214
561 46775 224
561 32299 114
561 46349 112
562 16953 291
562 13972 69
562 40972 175
562 34487 281
563 9536 67
563 36919 63
564 32063 233
564 44372 93
564 30767 165
564 38231 242
565 17278 60
565 31531 19
565 19139 18
565 28728 294
566 19723 216
566 37698 157
567 8289 198
567 11696 95
568 13359 282
569 22549 146
569 3145 217
569 39593 244
569 22166 109
570 5480 129
570 3449 33
570 39494 107
570 46941 186
570 26542 163
570 39624 278
571 36250 144
572 26161 293
572 24975 160
572 15925 48
572 802 242
572 9364 124
573 12696 288
573 16637 54
573 24737 258
573 5131 42
574 3480 246
574 29177 68
574 6747 154
574 27750 177
575 44007 4
576 24010 90
577 40518 212
577 18859 122
577 30862 222
577 14809 153
578 8043 108
578 46081 21
578 43004 132
578 41485 226
581 7361 253
581 31580 62
581 44993 232
581 20624 13
581 8012 203
581 23795 213
582 24630 296
582 19430 152
582 2009 78
582 16207 25
583 20165 126
583 1015 107
583 35568 21
583 22009 31
583 48937 219
584 39754 125
584 28088 229
584 3492 175
586 45027 189
586 28911 147
586 28913 276
586 40354 119
586 39148 25
587 31941 237
587 44927 97
587 37065 299
587 45141 135
588 25871 61
588 43560 93
588 4443 16
589 21706 227
589 49791 59
589 18172 164
590 43616 50
590 40585 50
591 48739 189
591 41102 158
591 35929 293
592 39792 195
592 15481 288
593 16608 131
593 32573 177
593 747 74
593 10681 139
594 869 34
594 48266 94
595 27175 12
595 43218 126
595 20559 249
595 30090 123
595 8893 1
596 23532 177
597 31417 87
597 25045 292
597 17243 127
597 17350 32
597 16849 133
597 8084 269
598 45866 296
598 26311 227
598 43286 229
598 44865 4
599 44779 84
600 5370 34
600 44398 125
600 36944 172
600 44241 232
601 14804 137
601 17614 296
601 23263 149
602 46803 43
602 5532 167
602 41934 72
602 7888 200
603 9281 125
604 49115 138
604 17462 1
605 39149 202
605 47965 222
605 27994 202
605 9955 171
606 1410 58
606 3983 61
606 46435 128
607 20087 242
607 11996 111
607 26923 149
607 30353 280
607 35681 80
607 32300 190
608 36466 65
608 39756 277
608 3792 179
609 42099 294
609 30883 20
610 13385 82
610 46459 104
610 27168 242
611 37719 295
612 7014 260
612 42087 179
612 15087 124
613 48429 238
614 43566 273
615 30479 5
615 44250 125
615 12797 283
616 30625 247
616 2542 104
616 31409 21
616 37959 209
616 48270 208
616 30118 67
616 26891 175
617 12222 156
618 26785 151
618 42594 110
618 4273 89
618 43690 58
619 29731 231
619 41586 222
619 25879 258
619 38749 169
620 30695 55
620 19834 27
620 49077 98
621 38958 6
621 46241 290
621 26978 144
621 25740 82
621 10748 288
621 44727 265
622 43437 129
622 5012 109
622 23210 271
623 39084 288
624 17786 30
624 5423 8
624 17956 113
624 44786 205
625 10178 28
625 18207 288
626 16365 223
626 47183 68
626 10035 291
626 22870 142
626 22153 170
627 42305 37
627 27754 164
627 43679 99
627 46559 210
628 21845 278
628 30432 58
629 15844 88
629 45007 127
629 17191 70
629 33641 184
629 31194 135
629 32282 212
630 22791 242
631 2703 289
631 4834 270
632 31068 36
632 21759 138
633 22413 158
633 39033 113
633 25405 132
633 16944 205
634 4839 125
634 35371 52
634 11116 199
634 20536 19
634 3419 245
634 34635 126
635 27035 228
635 33185 202
635 14168 283
635 10944 238
636 36446 136
637 11411 111
637 39534 231
637 49983 248
637 44766 155
638 17834 187
638 31870 145
638 40977 275
638 3602 37
639 11075 258
639 6146 285
639 42576 38
640 28376 129
640 41827 188
640 32993 252
640 45201 217
641 11872 109
641 13475 299
641 38741 34
642 48328 296
643 47744 175
643 13541 194
643 28326 10
644 49232 221
644 29351 161
645 23530 242
645 10104 65
646 33196 60
646 45736 152
647 30694 34
647 18169 254
647 44999 119
647 7998 78
647 37016 48
648 43156 134
648 33405 103
648 49548 118
648 21103 80
648 22225 174
648 14822 44
650 35649 124
650 28699 294
650 48125 295
651 45152 35
651 27061 105
652 9868 168
652 4978 260
652 38315 100
652 15226 238
653 20294 26
653 11421 201
653 33034 123
653 11472 185
654 12648 222
654 38565 133
654 32147 77
654 14842 77
654 26693 173
654 45254 128
654 28556 202
654 34104 215
655 41348 69
655 5388 155
655 24359 287
656 6938 241
656 8840 265
656 20867 49
656 31099 233
656 12894 206
657 8058 121
657 29969 10
657 20970 197
657 1929 185
658 38891 99
658 22659 62
658 18007 287
658 12919 232
658 29952 247
658 21039 250
658 38836 244
659 22387 5
659 27255 107
660 4652 224
660 24758 26
660 34063 250
661 41737 126
661 35370 60
662 16347 242
662 37612 93
663 5524 23
663 31185 210
663 17476 273
663 22265 59
663 7740 244
664 33324 145
664 35445 294
664 25808 80
664 33735 102
664 8496 56
664 44226 253
665 46396 287
665 49822 275
666 37113 92
666 5054 82
666 20343 129
667 12552 242
667 13209 245
668 34753 80
668 46165 270
669 5563 201
669 2620 72
670 41438 41
670 34394 44
670 25221 118
671 15426 121
672 24542 252
672 20798 296
672 18085 91
672 21914 48
673 46172 130
673 38922 198
674 14272 96
674 15796 145
674 27180 214
675 25781 249
675 46557 213
675 13490 237
675 7521 178
