5000 10000
340 4492 20
341 4708 112
341 3829 262
341 2307 152
341 2223 235
341 3777 84
342 758 137
342 792 48
342 535 98
342 956 166
343 3162 223
343 1885 55
343 1730 41
344 981 226
344 4057 23
344 3673 25
344 3230 279
344 1219 192
345 2731 253
345 2435 39
345 2207 33
346 1485 73
346 4952 242
346 3898 121
346 608 106
347 1195 290
347 4893 43
347 4458 113
347 4491 254
348 4469 119
348 4155 137
348 2300 249
348 2184 78
348 2942 139
348 2093 81
348 838 46
348 1683 286
348 4484 293
349 4033 98
349 3791 272
349 4114 235
349 3308 42
351 3448 148
351 1282 152
351 3912 170
351 2377 194
352 2872 80
352 1250 229
352 1562 251
352 4642 115
353 2213 228
353 3963 47
353 4573 291
353 2449 54
353 2278 51
353 4978 109
353 3033 61
353 1868 185
353 2828 254
354 3003 273
354 608 234
354 4213 4
354 2015 63
355 842 160
355 2386 278
355 1990 211
355 2150 110
356 1396 2
356 1317 41
357 2927 232
357 713 101
357 3429 171
358 4379 201
358 3292 1
358 2385 207
359 2407 43
360 2583 261
360 2466 73
362 2809 110
362 4164 102
362 3766 107
362 1514 283
362 1967 30
363 1250 286
363 3862 247
363 2546 28
363 4523 117
363 1468 10
365 4603 36
365 4816 269
365 1786 16
367 3838 244
367 4352 57
367 3442 145
367 3955 59
368 4197 183
368 1884 240
368 3290 107
369 3571 263
370 3226 77
370 3719 246
370 1124 18
371 481 190
371 3965 214
371 4373 33
371 434 94
372 985 200
372 845 66
372 613 28
372 1989 46
372 3721 294
373 3556 12
373 2311 12
374 1859 77
374 3082 30
374 2798 1
374 1756 280
376 705 185
376 1831 242
376 1580 37
376 2822 5
376 3199 244
377 851 267
377 4904 80
377 1539 49
378 2437 127
378 2699 213
378 4986 203
379 1346 227
379 1234 4
379 3860 300
379 1513 292
379 4953 122
379 4178 83
379 2661 160
380 1887 284
381 1813 200
381 2910 129
381 3534 212
381 2993 211
381 733 175
381 2855 272
382 584 150
382 4935 227
382 3119 275
382 3067 161
383 1491 61
383 4545 245
384 4488 22
384 1105 287
385 3338 143
385 2261 170
385 1430 227
385 1247 15
385 2005 72
386 3409 205
386 3567 160
386 1841 153
386 2349 222
386 4107 298
387 1273 42
387 4884 117
387 4496 267
387 894 212
388 3499 51
388 485 123
389 4840 118
389 3209 74
389 3342 143
389 2356 250
390 4794 82
390 3012 43
390 1093 225
390 3221 33
391 3058 148
391 2926 46
392 3156 166
393 3107 49
393 3229 122
393 3544 294
393 2202 112
393 955 145
395 1472 167
396 714 271
396 2469 245
396 4770 237
396 4434 206
396 4020 92
396 2102 29
396 3868 253
397 4790 61
397 3968 215
397 4042 188
397 4560 151
398 4188 102
398 703 111
398 4927 159
398 2601 12
398 4938 269
399 4930 91
399 3898 82
400 4934 123
400 1694 71
400 4385 90
400 1773 168
401 1666 241
401 2231 184
401 821 153
401 1464 20
402 1575 219
402 557 259
402 4847 231
403 4118 150
404 2276 72
404 2582 143
404 3526 130
404 3997 173
405 1111 229
405 3288 260
405 2175 113
406 4033 14
406 4549 164
406 3724 280
407 1814 217
407 2154 210
407 1954 187
407 2279 246
408 2358 63
408 3328 256
408 2106 114
408 687 260
408 1216 108
408 719 44
409 3614 274
409 1547 201
409 2333 8
409 3210 213
409 1487 28
409 972 75
410 1417 108
410 635 164
410 959 100
411 895 239
411 2994 96
411 1691 211
412 4328 111
413 648 52
413 1069 133
413 2936 134
414 4786 97
414 2882 124
414 2075 134
415 4088 134
415 2683 224
415 4566 267
416 4039 234
416 3391 84
416 529 10
416 4780 275
417 2913 174
417 3311 212
417 2209 106
417 1338 176
417 1869 286
418 2286 43
418 1593 85
418 740 37
418 2250 121
419 919 131
420 4151 244
420 1832 258
421 2843 57
422 3605 74
423 4116 16
423 541 202
423 1677 210
423 4746 181
423 3085 94
423 1143 207
424 4200 220
424 1806 166
424 3821 198
424 4984 228
425 3290 245
425 1889 145
425 2824 158
425 3507 91
425 3371 253
426 907 64
426 780 85
426 1020 244
426 3335 273
426 3455 286
426 2637 42
427 2060 42
427 1174 5
427 1926 222
427 1115 201
427 2853 286
427 4439 269
428 2336 249
428 2820 75
428 1268 296
428 2047 211
428 3780 151
429 998 130
429 2420 74
430 554 25
430 2471 124
430 3539 17
430 2877 72
431 3906 294
431 2431 2
431 3388 190
431 1802 121
431 2170 115
432 4116 285
432 590 238
433 3128 150
433 2244 7
433 3882 300
434 956 179
434 2221 196
434 4788 214
434 4933 218
434 3924 158
434 3320 50
434 3983 15
436 4320 121
436 2723 290
436 1921 41
436 1429 241
436 4059 116
436 3486 171
436 4938 136
437 2519 31
437 4551 59
437 2843 230
438 4707 102
438 2646 37
438 517 148
439 2368 126
439 872 136
439 2039 115
440 2008 43
440 2783 200
440 1560 132
441 4746 294
441 1827 75
441 1313 104
441 2929 176
442 3451 29
442 4212 275
443 3769 113
443 1118 50
443 2478 98
444 1372 4
444 802 45
444 3607 227
444 2568 69
444 2216 41
444 3013 92
444 768 241
444 1330 244
445 3295 241
445 491 198
445 2633 22
445 2016 181
446 1071 245
446 4930 257
446 3665 122
446 1314 122
447 2264 216
448 720 227
449 943 116
449 4219 261
449 823 18
449 4991 113
449 4511 262
450 2230 25
450 4629 118
450 4300 104
450 556 106
451 3471 125
451 4160 75
451 533 208
451 4383 178
452 2385 84
452 3672 150
452 4614 11
452 4237 95
453 4240 6
453 3491 93
453 2039 239
453 558 140
454 510 94
454 1084 116
454 3844 79
454 2787 41
455 3850 80
455 1649 119
455 2446 135
456 596 81
456 1835 237
456 2613 170
456 3899 109
457 1960 263
457 3411 59
457 1491 80
458 4986 245
459 767 187
459 4662 259
459 891 71
459 2935 273
460 3279 136
460 4790 35
460 4543 66
461 2561 39
461 3652 271
461 4352 153
461 3933 283
461 3421 60
461 2408 101
461 4980 61
461 515 123
462 3341 61
462 3837 157
462 4868 228
462 4165 178
463 645 297
463 2694 26
463 778 287
463 1996 238
465 2680 15
465 3083 34
465 812 210
465 1827 73
465 1760 136
466 4700 88
466 3485 43
466 1574 140
466 4982 158
466 2947 106
466 1466 202
467 885 172
467 4280 48
467 935 180
467 1219 14
467 2891 94
468 811 120
468 4533 131
468 2286 91
468 2559 287
468 3479 73
469 2052 68
469 478 66
469 4727 299
470 1722 49
470 1882 278
470 479 237
470 3516 294
470 2037 77
470 4893 23
470 723 298
470 2866 116
471 3395 133
471 4656 113
471 2721 285
472 1191 44
472 2412 121
472 4123 104
472 1148 224
472 885 271
472 704 194
472 1373 249
473 2166 31
473 521 280
473 3478 123
473 4803 204
474 4310 212
474 4695 85
474 2481 286
475 2298 68
475 4350 121
475 1884 235
475 1300 208
475 943 204
476 771 129
476 740 115
477 2399 114
477 4750 125
477 2932 110
477 3516 165
478 4496 7
478 2331 77
479 4982 210
480 783 243
480 2181 221
481 742 5
481 2818 79
481 3233 276
482 4631 114
482 4605 112
482 3676 66
483 3231 204
483 4558 72
483 1453 35
483 3120 103
483 2459 74
483 2152 138
484 1528 121
484 4739 159
484 2815 243
484 3318 99
484 4436 155
485 2077 113
485 4460 270
485 2639 251
486 2755 283
486 1725 203
486 3223 8
486 3890 288
486 4520 138
487 4245 142
487 3812 292
487 3265 147
487 3416 223
487 3069 18
487 2017 262
488 4979 268
488 1952 282
488 3374 75
488 4444 206
488 910 131
489 1008 255
490 2768 229
490 2116 182
490 1518 290
491 655 220
491 3570 291
492 4392 117
492 501 5
492 1217 189
492 3991 51
493 3762 232
493 3655 62
493 3194 65
494 2943 227
494 2448 186
494 1004 259
494 3372 261
494 1490 160
494 1563 298
495 3903 109
495 2009 273
495 1169 64
496 2835 296
496 2406 207
496 2468 128
496 4638 44
496 2357 167
496 4604 141
496 2153 233
496 3295 171
496 2359 81
497 3069 300
497 1661 266
497 1880 213
498 837 135
498 2390 251
498 967 23
498 3632 178
498 3845 144
498 1739 51
499 1342 39
499 1033 171
499 707 187
499 4828 253
499 3450 4
499 1547 280
499 995 72
499 1566 113
500 885 239
500 3871 269
500 2483 28
500 1380 154
501 4534 273
502 2512 38
502 3621 204
503 2984 287
503 2858 8
504 2814 246
504 4479 53
504 1390 99
504 3092 40
504 1575 120
505 2959 4
505 1636 183
506 3573 17
506 3400 12
506 1357 261
507 4135 19
507 1834 254
507 4469 25
507 4708 79
508 1222 136
508 4772 251
508 1213 238
509 2718 210
509 2826 221
509 3075 75
509 1280 87
509 4157 149
509 4022 290
510 4301 187
510 4348 237
510 4949 130
510 2241 191
511 3340 223
511 2249 272
511 2648 237
511 868 276
512 2645 56
512 4251 62
512 2618 155
512 2572 196
512 3920 131
512 4997 266
513 2002 263
513 2545 5
514 1916 85
514 1470 98
514 2695 203
514 4948 152
514 4392 252
515 1171 7
515 2442 286
516 3540 109
517 3207 217
518 4625 298
518 4401 264
518 2697 103
519 3449 50
519 4006 1
519 2815 124
519 3022 259
519 3428 287
519 2284 222
520 1160 99
520 2302 257
520 2829 226
520 3813 251
521 1051 49
521 1052 292
521 4048 130
521 4974 135
521 1914 185
521 3995 140
521 1686 116
521 3160 238
522 4613 154
522 1130 201
522 1347 13
523 2620 78
523 2308 293
523 3446 197
523 2653 194
524 4991 74
524 814 278
524 1039 138
524 4488 283
524 3648 19
525 1713 235
525 1781 73
525 3214 97
525 2898 109
525 3275 61
525 1157 290
525 2181 115
526 2209 184
526 782 93
526 2895 239
526 1237 71
527 4030 25
527 1922 205
527 4810 168
528 3813 293
528 1598 210
528 4189 4
529 3544 251
529 3299 192
530 2040 93
530 2144 106
530 1836 279
531 1030 66
531 3082 224
531 1937 160
531 4326 278
531 4397 213
531 4602 117
531 4279 293
532 2812 201
532 2863 263
532 3490 253
533 4626 168
533 1458 261
533 4394 103
534 2001 53
535 3675 296
535 1478 247
535 2464 66
536 1262 61
536 2631 24
536 3673 156
536 3335 185
536 1406 159
537 1181 4
537 2848 41
537 1040 121
537 2850 76
537 1392 291
538 946 292
538 3961 292
539 4839 42
539 2487 96
539 915 85
539 4765 42
539 4161 47
539 3979 121
539 2404 30
539 2024 160
539 2800 87
539 1893 118
540 4367 54
540 2061 126
540 982 125
541 1358 278
541 1084 39
542 3443 104
542 1762 290
542 1043 167
542 3262 40
542 3115 43
542 1633 116
543 1091 158
543 3015 111
543 714 23
544 990 43
545 2407 251
545 4043 63
545 3479 40
546 1590 80
546 1319 51
546 4994 57
547 3200 279
547 3733 45
548 3334 38
548 3512 129
548 3907 224
548 4478 230
549 1809 69
549 725 188
549 3500 187
549 3070 251
549 4866 182
550 3123 67
550 1388 276
551 2002 68
552 3539 283
552 4456 146
552 1605 42
552 4468 32
552 1962 84
553 1436 159
553 2416 235
554 2529 243
555 884 9
555 1557 28
555 1281 230
